year,month,crop,state,price_per_quintal,rainfall_mm,temperature_c
2021,1,Wheat,Maharashtra,2634.8,10.8,27.9
2021,1,Wheat,Karnataka,2665.87,29.9,17.6
2021,1,Wheat,Andhra Pradesh,2503.41,20.2,30.2
2021,1,Wheat,Madhya Pradesh,2534.49,50.3,19.3
2021,1,Wheat,Rajasthan,2858.99,170.9,20.8
2021,1,Wheat,Gujarat,2590.36,42.0,27.3
2021,1,Maize,Punjab,2244.07,134.3,28.1
2021,1,Maize,UP,2585.97,32.9,35.1
2021,1,Maize,Maharashtra,2544.48,25.4,25.0
2021,1,Maize,Karnataka,2302.62,50.9,21.6
2021,1,Maize,Andhra Pradesh,2452.79,82.3,38.7
2021,1,Maize,Madhya Pradesh,2285.6,194.7,20.8
2021,1,Maize,Rajasthan,2537.05,67.8,18.6
2021,1,Maize,Gujarat,2570.12,61.8,31.5
2021,1,Soybean,Punjab,5384.34,94.4,27.4
2021,1,Soybean,UP,5525.67,17.6,31.7
2021,1,Soybean,Maharashtra,5665.1,11.6,18.5
2021,1,Soybean,Karnataka,5512.36,87.5,25.1
2021,1,Soybean,Andhra Pradesh,5018.24,101.4,18.2
2021,1,Soybean,Madhya Pradesh,5307.77,152.7,21.5
2021,1,Soybean,Rajasthan,5311.32,198.4,32.2
2021,1,Soybean,Gujarat,5618.68,83.0,34.2
2021,1,Cotton,Punjab,6979.3,24.6,20.1
2021,1,Cotton,UP,7414.94,169.1,23.7
2021,1,Cotton,Maharashtra,7719.48,141.9,29.7
2021,1,Cotton,Karnataka,7361.05,115.4,23.6
2021,1,Cotton,Andhra Pradesh,7031.56,198.6,18.2
2021,1,Cotton,Madhya Pradesh,7017.67,175.7,22.5
2021,1,Cotton,Rajasthan,7714.27,65.8,24.8
2021,1,Cotton,Gujarat,7246.39,68.6,25.3
2021,1,Sugarcane,Punjab,404.05,102.3,38.6
2021,1,Sugarcane,UP,361.68,100.6,29.6
2021,1,Sugarcane,Maharashtra,416.52,9.8,29.3
2021,1,Sugarcane,Karnataka,412.37,48.4,36.9
2021,1,Sugarcane,Andhra Pradesh,360.25,146.5,38.3
2021,1,Sugarcane,Madhya Pradesh,400.1,87.8,16.1
2021,1,Sugarcane,Rajasthan,416.52,94.1,15.7
2021,1,Sugarcane,Gujarat,402.14,96.4,18.1
2021,1,Chilli,Punjab,9458.86,12.9,29.4
2021,1,Chilli,UP,10105.53,101.1,35.4
2021,1,Chilli,Maharashtra,10484.53,123.1,15.3
2021,1,Chilli,Karnataka,10221.62,83.6,29.1
2021,1,Chilli,Andhra Pradesh,10148.43,70.0,37.9
2021,1,Chilli,Madhya Pradesh,9331.51,134.3,15.1
2021,1,Chilli,Rajasthan,10585.46,22.5,17.4
2021,1,Chilli,Gujarat,9647.16,74.7,20.4
2021,2,Tomato,Punjab,1550.11,88.6,15.9
2021,2,Tomato,UP,1485.15,162.1,32.2
2021,2,Tomato,Maharashtra,1584.3,139.6,22.8
2021,2,Tomato,Karnataka,1431.32,54.5,35.8
2021,2,Tomato,Andhra Pradesh,1646.84,98.8,15.2
2021,2,Tomato,Madhya Pradesh,1441.2,64.4,29.5
2021,2,Tomato,Rajasthan,1425.31,188.7,24.1
2021,2,Tomato,Gujarat,1630.23,156.1,33.9
2021,2,Potato,Punjab,1036.93,125.4,31.0
2021,2,Potato,UP,1040.52,110.7,39.7
2021,2,Potato,Maharashtra,1057.41,155.4,36.8
2021,2,Potato,Karnataka,973.13,16.8,27.1
2021,2,Potato,Andhra Pradesh,1021.82,165.8,26.1
2021,2,Potato,Madhya Pradesh,1031.08,105.4,16.0
2021,2,Potato,Rajasthan,1038.31,165.6,18.9
2021,2,Potato,Gujarat,1034.91,118.7,19.1
2021,2,Onion,Punjab,1796.43,196.0,24.8
2021,2,Onion,UP,1828.23,34.3,31.7
2021,2,Onion,Maharashtra,1945.07,128.7,17.2
2021,2,Onion,Karnataka,2031.96,77.9,22.8
2021,2,Onion,Andhra Pradesh,1900.09,78.0,36.6
2021,2,Onion,Madhya Pradesh,2042.89,60.7,36.6
2021,2,Onion,Rajasthan,1997.71,186.2,21.1
2021,2,Onion,Gujarat,1935.14,54.9,35.6
2021,2,Rice,Punjab,2561.82,113.0,23.5
2021,2,Rice,UP,2703.09,129.0,36.3
2021,2,Rice,Maharashtra,2830.62,170.6,21.6
2021,2,Rice,Karnataka,2790.7,90.1,15.3
2021,2,Rice,Andhra Pradesh,2807.3,132.3,29.8
2021,2,Rice,Madhya Pradesh,2887.19,114.3,16.7
2021,2,Rice,Rajasthan,2611.29,119.3,21.9
2021,2,Rice,Gujarat,2594.91,85.9,28.9
2021,2,Wheat,Punjab,2664.88,144.1,31.1
2021,2,Wheat,UP,2666.67,151.0,31.2
2021,2,Wheat,Maharashtra,2800.22,110.7,15.3
2021,2,Wheat,Karnataka,2826.11,75.2,38.6
2021,2,Wheat,Andhra Pradesh,2879.36,117.5,21.3
2021,2,Wheat,Madhya Pradesh,2610.07,68.1,26.9
2021,2,Wheat,Rajasthan,2650.56,103.0,19.1
2021,2,Wheat,Gujarat,2949.39,21.6,38.3
2021,2,Maize,Punjab,2665.83,105.1,33.1
2021,2,Maize,UP,2474.79,126.0,23.5
2021,2,Maize,Maharashtra,2420.82,115.6,27.5
2021,2,Maize,Karnataka,2532.19,57.3,24.2
2021,2,Maize,Andhra Pradesh,2333.91,10.5,21.3
2021,2,Maize,Madhya Pradesh,2330.05,20.8,35.3
2021,2,Maize,Rajasthan,2315.89,131.8,21.8
2021,2,Maize,Gujarat,2649.01,97.0,22.6
2021,2,Soybean,Punjab,5495.39,76.4,29.1
2021,2,Soybean,UP,5141.95,199.4,25.6
2021,2,Soybean,Maharashtra,5346.85,142.0,24.1
2021,2,Soybean,Karnataka,5772.13,90.9,33.0
2021,2,Soybean,Andhra Pradesh,5135.74,169.2,33.4
2021,2,Soybean,Madhya Pradesh,5227.16,29.1,22.9
2021,2,Soybean,Rajasthan,5897.33,51.4,26.4
2021,2,Soybean,Gujarat,5067.85,79.4,29.3
2021,2,Cotton,Punjab,8310.11,103.3,35.5
2021,2,Cotton,UP,7806.78,8.2,22.9
2021,2,Cotton,Maharashtra,7842.01,190.1,36.5
2021,2,Cotton,Karnataka,7411.58,44.0,20.0
2021,2,Cotton,Andhra Pradesh,8272.14,170.5,34.4
2021,2,Cotton,Madhya Pradesh,7615.37,100.9,26.6
2021,2,Cotton,Rajasthan,7442.63,101.0,15.8
2021,2,Cotton,Gujarat,7291.89,177.3,33.8
2021,2,Sugarcane,Punjab,396.48,103.4,24.2
2021,2,Sugarcane,UP,416.9,156.8,34.1
2021,2,Sugarcane,Maharashtra,415.73,40.9,23.4
2021,2,Sugarcane,Karnataka,399.5,66.2,33.9
2021,2,Sugarcane,Andhra Pradesh,390.48,27.6,25.0
2021,2,Sugarcane,Madhya Pradesh,432.26,45.2,30.3
2021,2,Sugarcane,Rajasthan,397.13,14.2,27.2
2021,2,Sugarcane,Gujarat,414.42,102.6,36.8
2021,2,Chilli,Punjab,9850.91,17.2,38.4
2021,2,Chilli,UP,9996.51,115.3,34.8
2021,2,Chilli,Maharashtra,9908.61,143.2,18.4
2021,2,Chilli,Karnataka,9854.75,28.9,35.3
2021,2,Chilli,Andhra Pradesh,9742.78,143.5,38.6
2021,2,Chilli,Madhya Pradesh,10240.5,108.0,26.5
2021,2,Chilli,Rajasthan,9911.19,95.1,30.1
2021,2,Chilli,Gujarat,10987.97,187.6,36.6
2021,3,Tomato,Punjab,1654.58,93.6,31.4
2021,3,Tomato,UP,1656.06,78.6,39.0
2021,3,Tomato,Maharashtra,1536.61,120.2,32.7
2021,3,Tomato,Karnataka,1669.89,48.9,33.7
2021,3,Tomato,Andhra Pradesh,1562.79,53.7,34.4
2021,3,Tomato,Madhya Pradesh,1570.61,132.2,23.1
2021,3,Tomato,Rajasthan,1552.93,123.5,25.1
2021,3,Tomato,Gujarat,1482.43,192.3,27.8
2021,3,Potato,Punjab,1077.26,82.2,23.9
2021,3,Potato,UP,1022.98,81.8,28.6
2021,3,Potato,Maharashtra,1045.62,99.4,18.4
2021,3,Potato,Karnataka,1037.75,33.8,18.2
2021,3,Potato,Andhra Pradesh,1110.28,121.0,31.5
2021,3,Potato,Madhya Pradesh,1022.08,181.8,30.9
2021,3,Potato,Rajasthan,1083.12,73.7,39.0
2021,3,Potato,Gujarat,1091.64,170.8,19.3
2021,3,Onion,Punjab,1875.65,57.1,21.8
2021,3,Onion,UP,2057.72,6.4,16.9
2021,3,Onion,Maharashtra,1876.57,40.0,20.8
2021,3,Onion,Karnataka,2039.82,112.6,15.1
2021,3,Onion,Andhra Pradesh,1924.98,81.6,17.8
2021,3,Onion,Madhya Pradesh,2001.87,140.4,33.0
2021,3,Onion,Rajasthan,2018.17,0.0,38.8
2021,3,Onion,Gujarat,2044.88,180.8,15.4
2021,3,Rice,Punjab,3030.23,162.0,35.9
2021,3,Rice,UP,2649.14,147.8,39.0
2021,3,Rice,Maharashtra,2914.48,114.1,38.6
2021,3,Rice,Karnataka,2807.66,119.9,26.9
2021,3,Rice,Andhra Pradesh,3029.77,15.2,27.5
2021,3,Rice,Madhya Pradesh,2918.29,158.4,29.6
2021,3,Rice,Rajasthan,3018.92,188.4,16.6
2021,3,Rice,Gujarat,2789.27,4.7,23.2
2021,3,Wheat,Punjab,2807.16,182.2,36.2
2021,3,Wheat,UP,2624.37,18.6,29.7
2021,3,Wheat,Maharashtra,2805.04,53.3,37.5
2021,3,Wheat,Karnataka,2981.52,80.5,37.3
2021,3,Wheat,Andhra Pradesh,2738.88,147.4,26.9
2021,3,Wheat,Madhya Pradesh,2622.18,185.6,26.4
2021,3,Wheat,Rajasthan,2895.4,73.4,15.5
2021,3,Wheat,Gujarat,2612.33,99.2,32.2
2021,3,Maize,Punjab,2479.34,139.1,32.5
2021,3,Maize,UP,2629.77,98.5,37.9
2021,3,Maize,Maharashtra,2542.27,90.1,20.0
2021,3,Maize,Karnataka,2468.3,8.5,30.8
2021,3,Maize,Andhra Pradesh,2444.21,60.8,34.3
2021,3,Maize,Madhya Pradesh,2476.27,48.4,19.2
2021,3,Maize,Rajasthan,2658.67,25.9,26.3
2021,3,Maize,Gujarat,2549.5,137.5,30.8
2021,3,Soybean,Punjab,5858.88,9.0,22.4
2021,3,Soybean,UP,5385.05,29.2,22.2
2021,3,Soybean,Maharashtra,5411.52,104.4,31.6
2021,3,Soybean,Karnataka,5475.22,143.9,23.4
2021,3,Soybean,Andhra Pradesh,5394.12,108.2,15.6
2021,3,Soybean,Madhya Pradesh,5206.14,83.6,38.6
2021,3,Soybean,Rajasthan,5779.22,17.6,36.2
2021,3,Soybean,Gujarat,5788.85,122.2,35.5
2021,3,Cotton,Punjab,7770.76,44.3,27.8
2021,3,Cotton,UP,7953.51,107.7,29.1
2021,3,Cotton,Maharashtra,8458.42,180.4,36.9
2021,3,Cotton,Karnataka,8272.44,188.7,17.5
2021,3,Cotton,Andhra Pradesh,7595.26,99.0,36.2
2021,3,Cotton,Madhya Pradesh,7898.36,149.6,18.5
2021,3,Cotton,Rajasthan,7579.21,146.4,19.1
2021,3,Cotton,Gujarat,7704.15,53.0,23.7
2021,3,Sugarcane,Punjab,422.5,73.6,28.9
2021,3,Sugarcane,UP,382.7,161.0,24.2
2021,3,Sugarcane,Maharashtra,418.59,145.1,20.2
2021,3,Sugarcane,Karnataka,434.04,123.2,25.7
2021,3,Sugarcane,Andhra Pradesh,388.09,188.5,33.9
2021,3,Sugarcane,Madhya Pradesh,389.77,67.5,35.2
2021,3,Sugarcane,Rajasthan,421.67,153.2,26.0
2021,3,Sugarcane,Gujarat,423.03,77.3,20.3
2021,3,Chilli,Punjab,10604.43,195.2,22.8
2021,3,Chilli,UP,10319.15,134.8,28.5
2021,3,Chilli,Maharashtra,10954.58,152.3,16.5
2021,3,Chilli,Karnataka,11212.1,150.5,36.6
2021,3,Chilli,Andhra Pradesh,10635.21,171.3,17.8
2021,3,Chilli,Madhya Pradesh,10131.03,175.3,20.0
2021,3,Chilli,Rajasthan,9683.27,157.6,35.9
2021,3,Chilli,Gujarat,9823.52,170.9,32.2
2021,4,Tomato,Punjab,1491.58,166.1,25.5
2021,4,Tomato,UP,1414.0,57.0,27.6
2021,4,Tomato,Maharashtra,1494.25,161.1,34.8
2021,4,Tomato,Karnataka,1506.16,156.2,19.8
2021,4,Tomato,Andhra Pradesh,1379.77,174.7,16.9
2021,4,Tomato,Madhya Pradesh,1426.54,139.1,25.2
2021,4,Tomato,Rajasthan,1576.32,59.6,15.3
2021,4,Tomato,Gujarat,1439.38,115.6,24.4
2021,4,Potato,Punjab,996.73,175.3,37.8
2021,4,Potato,UP,954.09,92.4,28.7
2021,4,Potato,Maharashtra,1062.43,199.7,20.9
2021,4,Potato,Karnataka,1027.2,75.6,15.2
2021,4,Potato,Andhra Pradesh,913.37,92.1,27.2
2021,4,Potato,Madhya Pradesh,915.48,137.4,22.4
2021,4,Potato,Rajasthan,1000.7,60.2,19.2
2021,4,Potato,Gujarat,976.48,46.5,28.4
2021,4,Onion,Punjab,1768.94,101.7,18.9
2021,4,Onion,UP,1909.34,150.8,17.8
2021,4,Onion,Maharashtra,1848.93,14.2,30.0
2021,4,Onion,Karnataka,1788.44,105.5,27.9
2021,4,Onion,Andhra Pradesh,1984.69,109.8,29.6
2021,4,Onion,Madhya Pradesh,1829.26,189.8,34.4
2021,4,Onion,Rajasthan,1794.69,168.8,25.8
2021,4,Onion,Gujarat,1956.23,164.6,19.7
2021,4,Rice,Punjab,2791.78,58.1,22.4
2021,4,Rice,UP,2616.61,145.1,20.7
2021,4,Rice,Maharashtra,2488.75,143.0,19.3
2021,4,Rice,Karnataka,2533.57,47.5,24.5
2021,4,Rice,Andhra Pradesh,2694.31,8.9,39.3
2021,4,Rice,Madhya Pradesh,2798.24,64.6,23.0
2021,4,Rice,Rajasthan,2682.47,125.2,18.7
2021,4,Rice,Gujarat,2570.12,171.9,21.4
2021,4,Wheat,Punjab,2612.79,174.3,31.6
2021,4,Wheat,UP,2596.39,136.7,15.5
2021,4,Wheat,Maharashtra,2764.28,97.4,35.3
2021,4,Wheat,Karnataka,2857.62,185.2,37.7
2021,4,Wheat,Andhra Pradesh,2669.04,72.0,26.6
2021,4,Wheat,Madhya Pradesh,2744.79,176.8,20.2
2021,4,Wheat,Rajasthan,2842.09,163.0,39.5
2021,4,Wheat,Gujarat,2825.92,56.0,17.6
2021,4,Maize,Punjab,2280.1,58.2,30.4
2021,4,Maize,UP,2549.28,179.9,30.6
2021,4,Maize,Maharashtra,2238.63,37.3,17.5
2021,4,Maize,Karnataka,2377.76,100.3,16.1
2021,4,Maize,Andhra Pradesh,2371.98,35.8,31.2
2021,4,Maize,Madhya Pradesh,2417.02,99.1,25.7
2021,4,Maize,Rajasthan,2608.29,42.9,27.9
2021,4,Maize,Gujarat,2522.72,111.4,38.2
2021,4,Soybean,Punjab,5223.68,92.7,17.2
2021,4,Soybean,UP,5420.61,57.6,19.0
2021,4,Soybean,Maharashtra,5365.66,106.5,16.9
2021,4,Soybean,Karnataka,5496.67,124.8,19.7
2021,4,Soybean,Andhra Pradesh,5301.65,144.1,28.2
2021,4,Soybean,Madhya Pradesh,5238.61,64.5,30.3
2021,4,Soybean,Rajasthan,5702.01,134.3,16.9
2021,4,Soybean,Gujarat,5294.19,178.2,17.4
2021,4,Cotton,Punjab,8122.36,189.8,17.0
2021,4,Cotton,UP,8055.51,72.6,36.1
2021,4,Cotton,Maharashtra,7434.75,88.2,30.9
2021,4,Cotton,Karnataka,7863.95,6.8,29.8
2021,4,Cotton,Andhra Pradesh,7155.54,69.2,23.7
2021,4,Cotton,Madhya Pradesh,7495.83,66.8,17.7
2021,4,Cotton,Rajasthan,7106.0,6.7,26.8
2021,4,Cotton,Gujarat,8080.87,23.1,38.7
2021,4,Sugarcane,Punjab,404.86,127.5,31.1
2021,4,Sugarcane,UP,410.69,21.4,27.6
2021,4,Sugarcane,Maharashtra,402.59,117.4,35.8
2021,4,Sugarcane,Karnataka,363.58,138.1,28.4
2021,4,Sugarcane,Andhra Pradesh,382.74,68.1,30.5
2021,4,Sugarcane,Madhya Pradesh,414.7,99.2,35.6
2021,4,Sugarcane,Rajasthan,384.18,20.5,16.5
2021,4,Sugarcane,Gujarat,362.27,76.0,23.4
2021,4,Chilli,Punjab,10257.63,148.6,16.3
2021,4,Chilli,UP,9469.72,54.9,28.7
2021,4,Chilli,Maharashtra,9348.23,26.8,38.6
2021,4,Chilli,Karnataka,10394.44,36.1,25.2
2021,4,Chilli,Andhra Pradesh,9683.03,158.2,27.8
2021,4,Chilli,Madhya Pradesh,9321.8,147.8,24.9
2021,4,Chilli,Rajasthan,9536.02,75.1,27.4
2021,4,Chilli,Gujarat,9663.19,48.4,25.0
2021,5,Tomato,Punjab,1241.71,154.5,19.3
2021,5,Tomato,UP,1247.03,130.7,34.3
2021,5,Tomato,Maharashtra,1412.75,98.7,20.1
2021,5,Tomato,Karnataka,1396.26,139.9,21.2
2021,5,Tomato,Andhra Pradesh,1432.03,20.9,39.6
2021,5,Tomato,Madhya Pradesh,1422.74,137.6,38.5
2021,5,Tomato,Rajasthan,1393.05,38.1,26.1
2021,5,Tomato,Gujarat,1252.97,77.9,33.5
2021,5,Potato,Punjab,880.51,66.1,29.9
2021,5,Potato,UP,950.21,9.5,24.6
2021,5,Potato,Maharashtra,847.76,139.1,17.6
2021,5,Potato,Karnataka,920.45,57.2,20.0
2021,5,Potato,Andhra Pradesh,959.41,3.7,25.9
2021,5,Potato,Madhya Pradesh,828.16,96.7,27.5
2021,5,Potato,Rajasthan,871.21,26.4,24.4
2021,5,Potato,Gujarat,921.52,156.5,28.3
2021,5,Onion,Punjab,1705.67,40.1,22.2
2021,5,Onion,UP,1590.54,49.9,20.6
2021,5,Onion,Maharashtra,1686.73,112.5,38.6
2021,5,Onion,Karnataka,1599.6,128.3,35.4
2021,5,Onion,Andhra Pradesh,1697.71,51.0,21.6
2021,5,Onion,Madhya Pradesh,1557.54,61.1,33.6
2021,5,Onion,Rajasthan,1559.76,43.9,32.7
2021,5,Onion,Gujarat,1757.54,91.1,32.5
2021,5,Rice,Punjab,2403.27,32.0,25.0
2021,5,Rice,UP,2478.45,189.6,16.7
2021,5,Rice,Maharashtra,2450.04,65.8,27.7
2021,5,Rice,Karnataka,2260.76,62.6,35.5
2021,5,Rice,Andhra Pradesh,2468.26,90.1,22.1
2021,5,Rice,Madhya Pradesh,2368.07,76.6,35.9
2021,5,Rice,Rajasthan,2630.08,87.7,24.8
2021,5,Rice,Gujarat,2582.83,85.4,28.8
2021,5,Wheat,Punjab,2306.39,148.7,28.3
2021,5,Wheat,UP,2529.32,156.1,20.4
2021,5,Wheat,Maharashtra,2493.3,160.0,23.7
2021,5,Wheat,Karnataka,2283.9,0.5,26.3
2021,5,Wheat,Andhra Pradesh,2353.24,111.0,19.7
2021,5,Wheat,Madhya Pradesh,2548.85,51.6,20.7
2021,5,Wheat,Rajasthan,2402.71,99.8,20.4
2021,5,Wheat,Gujarat,2322.17,33.9,33.0
2021,5,Maize,Punjab,2294.45,92.5,32.9
2021,5,Maize,UP,2282.43,27.7,39.2
2021,5,Maize,Maharashtra,2312.37,40.9,19.7
2021,5,Maize,Karnataka,2067.67,27.7,33.7
2021,5,Maize,Andhra Pradesh,2188.72,156.6,33.7
2021,5,Maize,Madhya Pradesh,2236.22,137.3,15.5
2021,5,Maize,Rajasthan,2133.17,127.6,15.2
2021,5,Maize,Gujarat,2035.05,170.4,32.1
2021,5,Soybean,Punjab,4639.34,137.6,34.8
2021,5,Soybean,UP,4671.29,7.2,38.3
2021,5,Soybean,Maharashtra,4700.9,21.3,27.3
2021,5,Soybean,Karnataka,5027.36,44.3,21.7
2021,5,Soybean,Andhra Pradesh,4621.87,198.3,19.9
2021,5,Soybean,Madhya Pradesh,4878.54,185.1,18.7
2021,5,Soybean,Rajasthan,5183.45,189.5,37.1
2021,5,Soybean,Gujarat,4600.15,126.8,34.0
2021,5,Cotton,Punjab,7345.7,36.1,34.2
2021,5,Cotton,UP,6639.89,35.1,25.5
2021,5,Cotton,Maharashtra,7136.11,93.0,28.4
2021,5,Cotton,Karnataka,7355.66,79.8,30.4
2021,5,Cotton,Andhra Pradesh,6668.73,78.6,32.4
2021,5,Cotton,Madhya Pradesh,7293.2,108.5,34.2
2021,5,Cotton,Rajasthan,6367.71,42.2,27.6
2021,5,Cotton,Gujarat,6292.25,50.6,27.9
2021,5,Sugarcane,Punjab,325.71,52.9,27.9
2021,5,Sugarcane,UP,357.25,185.2,31.1
2021,5,Sugarcane,Maharashtra,348.3,186.1,34.6
2021,5,Sugarcane,Karnataka,336.17,26.2,31.9
2021,5,Sugarcane,Andhra Pradesh,356.5,157.9,33.5
2021,5,Sugarcane,Madhya Pradesh,360.19,197.3,28.3
2021,5,Sugarcane,Rajasthan,331.26,165.7,21.3
2021,5,Sugarcane,Gujarat,368.78,191.4,32.4
2021,5,Chilli,Punjab,9105.79,92.1,24.1
2021,5,Chilli,UP,8757.08,127.3,33.8
2021,5,Chilli,Maharashtra,9224.15,39.7,27.3
2021,5,Chilli,Karnataka,9386.47,95.1,28.4
2021,5,Chilli,Andhra Pradesh,9357.05,132.3,25.2
2021,5,Chilli,Madhya Pradesh,9535.37,32.5,39.9
2021,5,Chilli,Rajasthan,8421.1,3.0,37.3
2021,5,Chilli,Gujarat,8602.04,145.9,35.3
2021,6,Tomato,Punjab,1347.6,198.3,22.4
2021,6,Tomato,UP,1317.27,23.1,25.2
2021,6,Tomato,Maharashtra,1345.35,73.5,29.8
2021,6,Tomato,Karnataka,1275.17,129.2,39.3
2021,6,Tomato,Andhra Pradesh,1183.81,114.8,36.6
2021,6,Tomato,Madhya Pradesh,1270.6,15.7,29.0
2021,6,Tomato,Rajasthan,1240.16,31.0,36.2
2021,6,Tomato,Gujarat,1278.8,186.7,35.2
2021,6,Potato,Punjab,875.83,1.0,25.7
2021,6,Potato,UP,808.48,182.2,19.4
2021,6,Potato,Maharashtra,820.52,103.4,21.6
2021,6,Potato,Karnataka,810.16,119.8,17.2
2021,6,Potato,Andhra Pradesh,789.54,74.4,33.0
2021,6,Potato,Madhya Pradesh,857.05,84.6,29.1
2021,6,Potato,Rajasthan,831.31,187.2,16.4
2021,6,Potato,Gujarat,873.17,178.3,35.1
2021,6,Onion,Punjab,1512.47,59.2,32.9
2021,6,Onion,UP,1487.04,162.4,33.0
2021,6,Onion,Maharashtra,1651.52,20.0,32.9
2021,6,Onion,Karnataka,1638.83,166.2,16.0
2021,6,Onion,Andhra Pradesh,1471.45,74.6,18.7
2021,6,Onion,Madhya Pradesh,1607.88,183.5,24.8
2021,6,Onion,Rajasthan,1680.92,0.0,19.2
2021,6,Onion,Gujarat,1473.31,65.6,37.7
2021,6,Rice,Punjab,2168.84,121.3,26.3
2021,6,Rice,UP,2480.99,24.5,20.3
2021,6,Rice,Maharashtra,2143.84,86.8,21.9
2021,6,Rice,Karnataka,2455.56,121.0,30.4
2021,6,Rice,Andhra Pradesh,2330.18,18.4,26.1
2021,6,Rice,Madhya Pradesh,2503.63,167.0,37.3
2021,6,Rice,Rajasthan,2438.24,20.6,20.7
2021,6,Rice,Gujarat,2134.04,60.7,17.7
2021,6,Wheat,Punjab,2273.36,135.4,36.9
2021,6,Wheat,UP,2374.35,187.7,16.3
2021,6,Wheat,Maharashtra,2105.09,132.3,22.2
2021,6,Wheat,Karnataka,2193.25,66.2,21.7
2021,6,Wheat,Andhra Pradesh,2287.48,88.0,27.8
2021,6,Wheat,Madhya Pradesh,2346.4,77.4,21.3
2021,6,Wheat,Rajasthan,2161.35,69.9,33.5
2021,6,Wheat,Gujarat,2377.08,133.4,20.9
2021,6,Maize,Punjab,2113.01,114.1,27.1
2021,6,Maize,UP,2100.31,98.4,29.1
2021,6,Maize,Maharashtra,2155.49,21.9,33.7
2021,6,Maize,Karnataka,1962.25,13.3,39.4
2021,6,Maize,Andhra Pradesh,2236.0,12.1,26.1
2021,6,Maize,Madhya Pradesh,1979.04,97.1,35.8
2021,6,Maize,Rajasthan,2233.87,126.9,23.8
2021,6,Maize,Gujarat,2118.09,62.4,37.7
2021,6,Soybean,Punjab,4837.24,111.6,23.1
2021,6,Soybean,UP,4415.64,6.7,35.4
2021,6,Soybean,Maharashtra,4530.35,65.0,26.8
2021,6,Soybean,Karnataka,4799.49,24.9,36.4
2021,6,Soybean,Andhra Pradesh,4857.04,189.3,24.9
2021,6,Soybean,Madhya Pradesh,4359.93,74.7,23.3
2021,6,Soybean,Rajasthan,4329.98,121.5,26.9
2021,6,Soybean,Gujarat,4833.8,6.4,31.1
2021,6,Cotton,Punjab,6728.62,151.9,37.2
2021,6,Cotton,UP,6693.58,185.6,23.3
2021,6,Cotton,Maharashtra,6460.28,2.8,15.2
2021,6,Cotton,Karnataka,6188.48,20.2,21.5
2021,6,Cotton,Andhra Pradesh,6123.31,5.7,37.7
2021,6,Cotton,Madhya Pradesh,5948.9,147.2,18.8
2021,6,Cotton,Rajasthan,6882.84,178.6,31.3
2021,6,Cotton,Gujarat,6634.9,1.1,39.6
2021,6,Sugarcane,Punjab,354.75,179.0,31.5
2021,6,Sugarcane,UP,326.22,178.7,22.3
2021,6,Sugarcane,Maharashtra,337.89,19.9,38.0
2021,6,Sugarcane,Karnataka,315.3,45.0,29.0
2021,6,Sugarcane,Andhra Pradesh,348.67,123.9,20.8
2021,6,Sugarcane,Madhya Pradesh,307.82,151.4,39.6
2021,6,Sugarcane,Rajasthan,351.12,92.0,37.6
2021,6,Sugarcane,Gujarat,329.7,105.0,26.9
2021,6,Chilli,Punjab,8424.8,155.0,28.2
2021,6,Chilli,UP,8246.85,51.6,15.9
2021,6,Chilli,Maharashtra,8609.09,46.0,18.7
2021,6,Chilli,Karnataka,8705.11,136.2,33.8
2021,6,Chilli,Andhra Pradesh,8500.86,178.8,38.4
2021,6,Chilli,Madhya Pradesh,8913.83,127.1,22.6
2021,6,Chilli,Rajasthan,9152.5,54.8,20.1
2021,6,Chilli,Gujarat,8417.37,11.4,39.5
2021,7,Tomato,Punjab,1220.63,111.4,31.4
2021,7,Tomato,UP,1203.03,6.4,30.3
2021,7,Tomato,Maharashtra,1245.23,83.3,33.9
2021,7,Tomato,Karnataka,1151.03,44.3,19.0
2021,7,Tomato,Andhra Pradesh,1178.95,169.4,35.7
2021,7,Tomato,Madhya Pradesh,1181.03,117.8,33.0
2021,7,Tomato,Rajasthan,1153.76,33.6,39.3
2021,7,Tomato,Gujarat,1226.24,196.3,23.4
2021,7,Potato,Punjab,828.47,44.5,21.5
2021,7,Potato,UP,803.93,63.9,19.2
2021,7,Potato,Maharashtra,771.96,7.1,32.6
2021,7,Potato,Karnataka,801.39,18.8,19.3
2021,7,Potato,Andhra Pradesh,751.37,122.5,17.4
2021,7,Potato,Madhya Pradesh,835.05,4.1,21.2
2021,7,Potato,Rajasthan,852.56,143.7,16.8
2021,7,Potato,Gujarat,843.63,98.6,36.2
2021,7,Onion,Punjab,1528.75,136.4,39.8
2021,7,Onion,UP,1440.07,124.8,26.5
2021,7,Onion,Maharashtra,1393.64,2.9,18.0
2021,7,Onion,Karnataka,1540.39,113.4,28.8
2021,7,Onion,Andhra Pradesh,1391.81,93.9,38.1
2021,7,Onion,Madhya Pradesh,1479.85,125.0,34.5
2021,7,Onion,Rajasthan,1572.85,103.9,36.4
2021,7,Onion,Gujarat,1478.35,177.7,21.0
2021,7,Rice,Punjab,2112.55,10.6,34.9
2021,7,Rice,UP,2160.49,45.8,20.8
2021,7,Rice,Maharashtra,2330.17,166.8,28.8
2021,7,Rice,Karnataka,2230.23,94.9,24.8
2021,7,Rice,Andhra Pradesh,2335.1,25.1,25.5
